,fluxes,kcat,MW,kcat_MW,equ
GUI1,0.0,86159.1663,71.3048361056,1208.3214969094277,glcur_c --> fruur_c
EDTXS3,0.0,16672.680234,46.8787243982,355.6555867940848,hdeACP_c + kdo2lipid4_c --> ACP_c + kdo2lipid4p_c
PGAMT,0.0,36035.473896,62.7943032028,573.8653358350057,gam1p_c --> gam6p_c
DDGLK,0.0,171581.330736,44.856620935200006,3825.106019106229,2ddglcn_c + atp_c --> 2ddg6p_c + adp_c + h_c
EDTXS4,0.0,63673.517448,49.410646239200005,1288.65987989213,kdo2lipid4p_c + myrsACP_c --> ACP_c + lipa_cold_c
XYLI2,0.0,37166.122692,262.791562264,141.42814317098572,glc__D_c --> fru_c
PMANM,0.0,28985.116752,66.6496395898,434.88782430619256,man1p_c --> man6p_c
ICL,0.0,58476.22074,251.0608527099,232.91652246385493,icit_c --> glx_c + succ_c
UAGDP,0.026508139554760512,57600.0,194.9067357646,295.5259589877223,acgam1p_c + h_c + utp_c --> ppi_c + uacgam_c
UAGCVT,0.007795785517184033,11880.0,59.1938760048,200.69643689216528,pep_c + uacgam_c --> pi_c + uaccg_c
GLUR,0.0,88419.509928,40.946604546,2159.385641577881,glu__D_c --> glu__L_c
EX_tmao_e,0.0,,,,tmao_e --> 
UAG2E,0.0,57209.157144,111.5910541516,512.6679515571162,uacgam_c --> uacmam_c
EX_acald_e,0.0,,,,acald_e --> 
GLYCL,0.0,36542.313396,480.8770717148,75.9909663933252,gly_c + nad_c + thf_c --> co2_c + mlthf_c + nadh_c + nh4_c
CMPN,0.0,,,,cmp_c + h2o_c --> csn_c + r5p_c
NNDPR,0.0006390815966657805,1656.0,86.5424621293,19.13511540179929,2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c
HCYSMT,0.0,39542.547456,44.1439318244,895.7640568424256,amet_c + hcys__L_c --> ahcys_c + h_c + met__L_c
EX_melib_e,0.0,,,,melib_e --> 
MACPD,0.0,17858.856078,112.5649921618,158.6537318132606,h_c + malACP_c --> acACP_c + co2_c
DMQMT,0.0,22755.6714168,70.1474427257,324.39773329702547,2omhmbl_c + amet_c --> ahcys_c + h_c + q8h2_c
UDPG4E,0.0,13617.8128944,98.4374758446,138.3397204932194,udpg_c --> udpgal_c
LACZ,0.0,74153.44238400001,615.3896129722,120.49836529715664,h2o_c + lcts_c --> gal_c + glc__D_c
TRE6PH,0.0,31368.0744648,84.3151105421,372.0338414208373,h2o_c + tre6p_c --> g6p_c + glc__D_c
XYLI1,0.0,23950.648206,262.791562264,91.1393349149438,xyl__D_c --> xylu__D_c
PPC,0.8303507510686061,165600.0,523.3568295592,316.4189146809787,co2_c + h2o_c + pep_c --> h_c + oaa_c + pi_c
ICHORS_copy1,0.0,50074.224624,56.7028981268,883.0981533258346,chor_c --> ichor_c
EX_sucr_e,0.0,,,,sucr_e --> 
ALDD4,0.0,,,,btal_c + h2o_c + nad_c --> but_c + 2.0 h_c + nadh_c
HACD4_num1,0.0,38552.38416,210.2509481694,183.3636637345302,3odcoa_c + h_c + nadh_c --> 3hdcoa_c + nad_c
G3PT_num1,0.0,9873.8253288,40.1684050944,245.8107387036021,glyc3p_c + h2o_c --> glyc_c + pi_c
CINNDO,0.0,34531.8373224,167.7320954442,205.8749533352597,cinnm_c + h_c + nadh_c + o2_c --> cenchddd_c + nad_c
DHPPD,0.0,16735.640126399998,37.6415021908,444.60606384859886,cechddd_c + nad_c --> dhpppn_c + h_c + nadh_c
EX_tre_e,0.0,,,,tre_e --> 
EX_zn2_e,0.0,,,,zn2_e --> 
HACD5_num1,0.0,40209.199668,210.2509481694,191.2438446441787,3oddcoa_c + h_c + nadh_c --> 3hddcoa_c + nad_c
DHCIND,0.0,14890.464406800002,37.6415021908,395.5863485820021,cenchddd_c + nad_c --> dhcinnm_c + h_c + nadh_c
HACD7_num1,0.0,34363.0920204,101.7948808106,337.57190682639646,3ohdcoa_c + h_c + nadh_c --> 3hhdcoa_c + nad_c
CITL,0.0,144633.90985199998,811.0870955318999,178.32105904378992,cit_c --> ac_c + oaa_c
GOFUCR,0.0,10022.3023932,95.4685102179,104.9801905395278,gdpofuc_c + h_c + nadph_c --> gdpfuc_c + nadp_c
PYDXK_num1,0.0,9301.0448556,81.4848260804,114.14450153483524,atp_c + pydx_c --> adp_c + h_c + pydx5p_c
DNMPPA,0.0001876846304518626,,,,dhpmp_c + h2o_c --> dhnpt_c + pi_c
HPPK2,0.0001876846304518626,576.0,23.8779909124,24.12263251599109,6hmhpt_c + atp_c --> 6hmhptpp_c + amp_c + h_c
PTPATi,0.0001890873556420949,1980.0,141.3488623054,14.007894847586316,atp_c + h_c + pan4p_c --> dpcoa_c + ppi_c
HEX7,0.0,31530.9585312,42.9248583454,734.5617375713247,atp_c + fru_c --> adp_c + f6p_c + h_c
DXPRIi,0.000670222095888607,11880.0,114.611397848,103.6546122206406,dxyl5p_c + h_c + nadph_c --> 2me4p_c + nadp_c
GTPCII2,0.00012512308696790265,432.0,57.680798456,7.489494104862951,gtp_c + 3.0 h2o_c --> 25drapp_c + for_c + 2.0 h_c + ppi_c
URIC,0.0,,,,2.0 h2o_c + o2_c + urate_c --> alltn_c + co2_c + h2o2_c
SADT2,0.06942984710535985,102441.80628,463.5742850283,220.9825039664273,atp_c + gtp_c + h2o_c + so4_c --> aps_c + gdp_c + pi_c + ppi_c
OPHBDC,6.256154348395132e-05,9504.9789516,440.6395901925,21.57086917098758,3ophb_c + h_c --> 2oph_c + co2_c
AACPS1,0.0,9300.0854844,117.9971994335,78.81615435831824,ACP_c + atp_c + ttdca_c --> amp_c + myrsACP_c + ppi_c
OHPHM,0.0,24071.539068,70.1474427257,343.1563309032916,2ohph_c + amet_c --> 2omph_c + ahcys_c + h_c
GHMT2r,0.2976240588707052,11520.0,119.7058834636,96.2358713429736,ser__L_c + thf_c --> gly_c + h2o_c + mlthf_c
DHORD2,0.09277540244624331,72000.0,48.5707666885,1482.3731414774495,dhor__S_c + q8_c --> orot_c + q8h2_c
LCARS,0.0,12525.2068248,107.0178776391,117.03845283719022,h_c + lald__L_c + nadh_c --> 12ppd__S_c + nad_c
ALCD19_num1,0.0,66988.944936,186.9135496459,358.3953387162557,glyald_c + h_c + nadh_c --> glyc_c + nad_c
RMPA,0.0,25917.5420028,159.26144988599998,162.73581598906634,rml1p_c --> dhap_c + lald__L_c
SBTPD,0.0,16357.7590092,147.1757165495,111.144415618988,nad_c + sbt6p_c --> f6p_c + h_c + nadh_c
PFK_2,0.0,28729.9706508,184.0737556186,156.07858140477327,atp_c + tag6p__D_c --> adp_c + h_c + tagdp__D_c
GLTPD,0.0,22429.0450836,98.7678011719,227.08863432692468,galt1p_c + nad_c --> h_c + nadh_c + tag6p__D_c
EX_hdcea_e,0.0,,,,hdcea_e --> 
ACACCT_num1,0.0,27123.738894,122.7945111241,220.8872257049657,acac_c + accoa_c --> aacoa_c + ac_c
SDPDS,0.10406790131761551,1540800.0,109.013961874,14133.969388076,h2o_c + sl26da_c --> 26dap_LL_c + succ_c
BUTCT,0.0,46897.97526,122.7945111241,381.9224070414958,accoa_c + but_c --> ac_c + btcoa_c
TGBPA_num1,0.0,31362.7678812,227.6578117683,137.7627573488215,tagdp__D_c --> dhap_c + g3p_c
MANAO,0.0,42550.179408,70.7672814946,601.2690965279888,mana_c + nad_c --> fruur_c + h_c + nadh_c
TAGURr,0.0,28666.3497336,72.3893228159,396.0024575240751,altrn_c + nad_c --> h_c + nadh_c + tagur_c
DMSOR1_num1,0.0,51527.575512,307.7962418525,167.4080723074348,dmso_c + mql8_c --> dms_c + h2o_c + mqn8_c
PGLYCP,0.0,10590.8458824,36.1749158516,292.76767155027323,2pglyc_c + h2o_c --> glyclt_c + pi_c
2DGULRx,0.0,20094.4938024,93.498841443,214.9170352517177,2dhguln_c + h_c + nadh_c --> idon__L_c + nad_c
DKGLCNR2y,0.0,17120.400569999998,93.498841443,183.10815733943787,25dkglcn_c + h_c + nadph_c --> 5dglcn_c + nadp_c
G1PTT_num1,0.0,10400.1490008,172.7230324566,60.21286711378946,dttp_c + g1p_c + h_c --> dtdpglu_c + ppi_c
TDPGDH_num1,0.0,24678.1040076,52.5057456874,470.0076855307303,dtdpglu_c --> dtdp4d6dg_c + h2o_c
ADCS,0.0001876846304518626,9527.5776852,94.7541041022,100.55055425276072,chor_c + gln__L_c --> 4adcho_c + glu__L_c
ADCL_num1,0.0,5040.0,78.4936714673,64.20899807317122,4adcho_c --> 4abz_c + h_c + pyr_c
2DGULRy,0.0,19562.4162288,93.498841443,209.2262955014892,2dhguln_c + h_c + nadph_c --> idon__L_c + nadp_c
DHAPT,0.0,81935.075412,476.5800688366,171.9230004981434,dha_c + pep_c --> dhap_c + pyr_c
EX_lac__D_e,0.0,,,,lac__D_e --> 
UDPGALM,0.0,651626.1936,56.7482006407,11482.763968601526,udpgal_c --> udpgalfur_c
TDPDRE,0.0,18583.9109568,28.0929737873,661.5145515567041,dtdp4d6dg_c --> dtdp4d6dm_c
TDPDRR,0.0,14288.3124372,43.1814845393,330.8897919939744,dtdp4d6dm_c + h_c + nadph_c --> dtdprmn_c + nadp_c
UMPK_num1,0.10605696563735192,42025.02012,32.6842448899,1285.7883136528103,atp_c + ump_c --> adp_c + udp_c
RZ5PP,0.0,14207.1653772,30.7852374705,461.4927979949493,5prdmbz_c + h2o_c --> pi_c + rdmbzi_c
DDPGALA,0.0,25821.7244856,28.2521269338,913.9745317619844,2dh3dgal6p_c --> g3p_c + pyr_c
DURIK1,0.0,13012.2112788,30.9808439518,420.008289607746,atp_c + duri_c --> adp_c + dump_c + h_c
G3PD6,0.0,29478.2532336,196.0337513655,150.37335677282704,glyc3p_c + mqn8_c --> dhap_c + mql8_c
ALLTN,0.0,150250.763412,262.0498161472,573.3671773598969,alltn_c + h2o_c --> alltt_c + h_c
UAPGR,0.007795785517184033,154800.0,49.992578823,3096.4595874934425,h_c + nadph_c + uaccg_c --> nadp_c + uamr_c
UPPRT,0.0,10152.7356672,89.2839906454,113.71283467293226,prpp_c + ura_c --> ppi_c + ump_c
NTD9_num1,0.0,9725.196348,26.7527854242,363.520889275432,gmp_c + h2o_c --> gsn_c + pi_c
CTPS2,0.04503449223211339,39600.0,318.9621888718,124.15264687036736,atp_c + gln__L_c + h2o_c + utp_c --> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c
NTD1_num1,0.0,18381.7415772,59.9843586453,306.4422458176984,dump_c + h2o_c --> duri_c + pi_c
NTD7_num1,0.0,9716.8293432,33.5460492724,289.6564440211002,amp_c + h2o_c --> adn_c + pi_c
PAPPT3,0.007795785517184033,252000.0,52.6655592204,4784.9107411051245,udcpp_c + ugmda_c --> uagmda_c + ump_c
UAGPT3,0.007795785517184033,61200.0,49.944634763100005,1225.35684343848,uacgam_c + uagmda_c --> h_c + uaagmda_c + udp_c
NDPK7_num1,0.0,9921.0209256,31.151751978,318.4739315017154,atp_c + dcdp_c --> adp_c + dctp_c
AOBUTDs,0.0,,,,2aobut_c + h_c --> aact_c + co2_c
GLYAT,0.0,10460.2788396,113.8956709593,91.84088167264868,accoa_c + gly_c --> 2aobut_c + coa_c
ADNUC,0.0,45598.686588,43.0054254984,1060.300789017806,adn_c + h2o_c --> ade_c + rib__D_c
GMHEPPA,0.0,283427.04726,28.1248044166,10077.476204339891,gmhep17bp_c + h2o_c --> gmhep1p_c + pi_c
S7PI,0.0,32534.6772024,109.966239207,295.86059718889595,s7p_c --> gmhep7p_c
TRPS3,0.015947021597570606,35739.907218,189.4177352539,188.6830035745776,3ig3p_c --> g3p_c + indole_c
EX_ttdcea_e,0.0,,,,ttdcea_e --> 
F6PA_num1,0.0,67194.11527200001,303.7357894186,221.22554408428635,f6p_c --> dha_c + g3p_c
AGMHE,0.0,38346.394536,230.4297180634,166.41253939932108,adphep_DD_c --> adphep_LD_c
CRNBTCT,0.0,21541.3236144,119.2043859555,180.7091529538314,bbtcoa_c + crn_c --> crncoa_c + gbbtn_c
CRNCBCT,0.0,22065.2700048,119.2043859555,185.10451463620768,crn_c + ctbtcoa_c --> crncoa_c + ctbt_c
NTD10,0.0,9327.137796,35.5293220092,262.51944221127616,h2o_c + xmp_c --> pi_c + xtsn_c
CRNCDH,0.0,39436.119972,37.2328550246,1059.1752887589278,crncoa_c --> ctbtcoa_c + h2o_c
GMHEPAT,0.0,348334.278408,134.8525082276,2583.076006418004,atp_c + gmhep1p_c + h_c --> adphep_DD_c + ppi_c
EX_h2s_e,0.0,,,,h2s_e --> 
ADPT,0.0001888068106040329,10116.3236976,52.4581978594,192.84542951159065,ade_c + prpp_c --> amp_c + ppi_c
EX_gthrd_e,0.0,,,,gthrd_e --> 
IDOND,0.0,19621.3609044,49.0622263218,399.9280582112836,5dglcn_c + h_c + nadh_c --> idon__L_c + nad_c
IDOND2,0.0,9973.965222,49.0622263218,203.292144889239,5dglcn_c + h_c + nadph_c --> idon__L_c + nadp_c
FADRx,0.0002261193006639681,1090800.0,34.659725066,31471.686458068223,fad_c + h_c + nadh_c --> fadh2_c + nad_c
GTPDPK,0.0,21923.859366,110.7806278388,197.9033680681249,atp_c + gtp_c --> amp_c + gdptp_c + h_c
NADN,0.0,,,,h2o_c + nad_c --> adprib_c + h_c + ncam_c
GLYCLTDx_num1,0.0,20514.6863568,93.498841443,219.411128952934,glx_c + h_c + nadh_c --> glyclt_c + nad_c
ADK1,0.7045939128597575,111600.0,31.151751978,3582.463037032851,amp_c + atp_c --> 2.0 adp_c
NDPK2_num1,0.11197029394925653,24602.1421464,31.151751978,789.7514773414521,atp_c + udp_c --> adp_c + utp_c
NDPK3_num1,0.0,17317.196812799997,81.6948289874,211.9742097198205,atp_c + cdp_c --> adp_c + ctp_c
HPYRRy_num1,0.0,9598.2504804,46.680608448200005,205.61536791130035,h_c + hpyr_c + nadph_c --> glyc__R_c + nadp_c
NDPK4_num1,0.0073407414654756515,12739.5992916,31.151751978,408.95289936171054,atp_c + dtdp_c --> adp_c + dttp_c
ACODA,0.08298297789329565,93600.0,111.8624730031,836.7417373063628,acorn_c + h2o_c --> ac_c + orn_c
ADA,0.0,38158.03206,48.0728352675,793.7545569690378,adn_c + h2o_c + h_c --> ins_c + nh4_c
DADA,0.0,37137.100104000005,48.0728352675,772.517366561627,dad_2_c + h2o_c + h_c --> din_c + nh4_c
ADD,0.0,96905.201868,168.3704250351,575.5476464931312,ade_c + h2o_c + h_c --> hxan_c + nh4_c
FCLT_num1,6.256154348395132e-05,9524.0366892,43.6545854279,218.1680709104412,fe2_c + ppp9_c --> 2.0 h_c + pheme_c
HBZOPT,6.256154348395132e-05,9461.0360196,42.9407076214,220.32790197628188,4hbz_c + octdp_c --> 3ophb_c + ppi_c
PNTK,0.0001890873556420949,972.0,96.0460842508,10.120141883784337,atp_c + pnto__R_c --> 4ppan_c + adp_c + h_c
ADSS,0.0839682520669081,11880.0,125.0638632927,94.99146825646989,asp__L_c + gtp_c + imp_c --> dcamp_c + gdp_c + 2.0 h_c + pi_c
AGDC,0.0,112916.461176,216.3378626172,521.9449790710031,acgam6p_c + h2o_c --> ac_c + gam6p_c
OCTDPS,6.256154348395132e-05,1080.0,93.0271934047,11.609508579944274,frdp_c + 5.0 ipdp_c --> octdp_c + 5.0 ppi_c
ASNN_num1,0.0,12284.9050788,196.146677457,62.631216791796746,asn__L_c + h2o_c --> asp__L_c + nh4_c
DPCOAK,0.0001890873556420949,2304.0,29.8781305741,77.11325828387783,atp_c + dpcoa_c --> adp_c + coa_c + h_c
HETZK,0.0,11542.7660184,72.2176223259,159.83309401007963,4mhetz_c + atp_c --> 4mpetz_c + adp_c + h_c
ASNS2_num1,0.06762678414584702,68400.0,96.8141137503,706.5085590352579,asp__L_c + atp_c + nh4_c --> amp_c + asn__L_c + h_c + ppi_c
ASPCT_num1,0.0,34791.8977548,408.4991075467,85.17007041642694,asp__L_c + cbp_c --> cbasp_c + h_c + pi_c
KDOPS,0.010916568520392439,2592.0,162.8919907084,15.912384572916489,ara5p_c + h2o_c + pep_c --> kdo8p_c + pi_c
KDOPP,0.010916568520392439,36000.0,105.6465190332,340.75897937239944,h2o_c + kdo8p_c --> kdo_c + pi_c
DMPPS,0.0,396.0,91.8585734543,4.310974850888704,h2mb4p_c + h_c + nadh_c --> dmpp_c + h2o_c + nad_c
EX_26dap__M_e,0.0,,,,26dap__M_e --> 
MCOATA,0.6770505621146147,17706.542979600003,54.2265808291,326.52884819354153,ACP_c + malcoa_c --> coa_c + malACP_c
IPDPS,0.000670222095888607,3096.0,91.8585734543,33.703985197857136,h2mb4p_c + h_c + nadh_c --> h2o_c + ipdp_c + nad_c
AST,0.0,24033.0715776,50.7915144107,473.1709982748037,arg__L_c + succoa_c --> coa_c + h_c + sucarg_c
SGDS,0.0,76498.534296,47.2839375546,1617.8545665251577,h2o_c + sucglu_c --> glu__L_c + succ_c
CYNTAH,0.0,18024.1192872,225.1764755332,80.04441513937154,cynt_c + 3.0 h_c + hco3_c --> 2.0 co2_c + nh4_c
DAPE,0.10406790131761551,302400.0,79.79727441829999,3789.6031187081535,26dap_LL_c --> 26dap__M_c
DHDPRy,0.10406790131761551,50400.0,151.9237634072,331.7453364087177,23dhdp_c + h_c + nadph_c --> nadp_c + thdp_c
EX_acnam_e,0.0,,,,acnam_e --> 
HSK,0.15267709842449353,291600.0,88.81841816289999,3283.1028296989325,atp_c + hom__L_c --> adp_c + h_c + phom_c
SDPTA_num1,0.0,17299.4671152,120.9158436089,143.07030905854486,akg_c + sl26da_c --> glu__L_c + sl2a6o_c
GSPMDA,0.0,57857.653224,186.3133903947,310.53942554225483,gtspmd_c + h2o_c --> gthrd_c + spmd_c
GSPMDS,0.0,48666.399768,186.3133903947,261.20720397445143,atp_c + gthrd_c + spmd_c --> adp_c + gtspmd_c + h_c + pi_c
GUAD,0.0,142271.654904,66.3611827666,2143.8987217028057,gua_c + h2o_c + h_c --> nh4_c + xan_c
THRS,0.15267709842449353,14400.0,62.2266349674,231.4121598820832,h2o_c + phom_c --> pi_c + thr__L_c
EX_amp_e,0.0,,,,amp_e --> 
HSST,0.04317896735048632,28800.0,94.3753064058,305.16457214098165,hom__L_c + succoa_c --> coa_c + suchms_c
PPNDH,0.05197517647333741,43200.0,113.8806141471,379.3446349367101,h_c + pphn_c --> co2_c + h2o_c + phpyr_c
TMAOR1_num1,0.0,100063.902564,190.3152005074,525.7798762117754,h_c + mql8_c + tmao_c --> h2o_c + mqn8_c + tma_c
TMAOR2,0.0,42205.229244,190.3152005074,221.7648886241168,2dmmql8_c + h_c + tmao_c --> 2dmmq8_c + h2o_c + tma_c
DGK1,0.0,9898.2875808,62.3212023142,158.82696760079446,atp_c + dgmp_c --> adp_c + dgdp_c
DTMPK,0.0073407414654756515,64800.0,31.4120763363,2062.900882649285,atp_c + dtmp_c --> adp_c + dtdp_c
NDPK1_num1,0.22163450768578594,22045.908312,31.151751978,707.6940111608897,atp_c + gdp_c --> adp_c + gtp_c
TRDR_num1,0.06942984710535985,36024.440868,107.0522177371,336.5127937514495,h_c + nadph_c + trdox_c --> nadp_c + trdrd_c
DDPA_num1,0.0,140719.95882,200.8078174513,700.7693256470329,e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c
NMNDA,0.0,23640.8414868,46.4428693082,509.0305969236476,h2o_c + nmn_c --> nh4_c + nicrnt_c
NNAM,0.0,11380.4996112,30.855898826,368.8273569788376,h2o_c + ncam_c --> nac_c + nh4_c
P5CD,0.0,176721.46704000002,379.8943342219,465.18584543241775,1pyr5c_c + 2.0 h2o_c + nad_c --> glu__L_c + h_c + nadh_c
PGMT_num1,0.0,111558.851496,77.08163305299999,1447.2818890499384,g1p_c --> g6p_c
FRUK,0.0,65166.150672,89.1672343122,730.8306820847965,atp_c + f1p_c --> adp_c + fdp_c + h_c
SPMDAT1,0.0,32401.6508556,115.631034604,280.21586909228546,accoa_c + spmd_c --> N1aspmd_c + coa_c + h_c
RHCCE,0.0001256841770439919,10.8,25.6443927226,0.421144696886588,rhcys_c --> dhptd_c + hcys__L_c
EX_dha_e,0.0,,,,dha_e --> 
KG6PDC_num1,0.0,21707.1808668,62.2826357426,348.5270109073555,3dhgulnp_c + h_c --> co2_c + xu5p__L_c
SPMDAT2,0.0,18678.296955600003,115.631034604,161.533597096725,accoa_c + spmd_c --> coa_c + h_c + n8aspmd_c
TDPADGAT,0.0,27137.4725196,31.9896503692,848.3203850745512,accoa_c + dtdp4addg_c --> coa_c + dtdp4aaddg_c + h_c
MALS_num1,0.00012512308696791127,84473.14158,79.6077434928,1061.1171460680837,accoa_c + glx_c + h2o_c --> coa_c + h_c + mal__L_c
X5PL3E_num1,0.0,240986.035692,42.2734531018,5700.647049382838,xu5p__L_c --> ru5p__L_c
DOGULNR,0.0,22733.5857804,96.6084693942,235.31669555428064,23doguln_c + h_c + nadh_c --> 3dhguln_c + nad_c
TRE6PP,0.0,9577.3016412,38.5339485069,248.5419224423643,h2o_c + tre6p_c --> pi_c + tre_c
EX_fuc__L_e,0.0,,,,fuc__L_e --> 
EX_met__D_e,0.0,,,,met__D_e --> 
EX_tartr__L_e,0.0,,,,tartr__L_e --> 
BETALDHx,0.0,18043.3770192,279.5343411985,64.54797983617772,betald_c + h2o_c + nad_c --> glyb_c + 2.0 h_c + nadh_c
BETALDHy,0.0,21034.4954004,279.5343411985,75.24834090228364,betald_c + h2o_c + nadp_c --> glyb_c + 2.0 h_c + nadph_c
MLTG3,0.0,48889.468872,91.187488693,536.1422885171855,h2o_c + maltpt_c --> glc__D_c + maltttr_c
EX_taur_e,0.0,,,,taur_e --> 
EX_maltpt_e,0.0,,,,maltpt_e --> 
EX_glyald_e,0.0,,,,glyald_e --> 
EX_glcur_e,0.0,,,,glcur_e --> 
ADPRDP_num1,0.0,13031.0876844,55.8770187699,233.21014562465567,adprib_c + h2o_c --> amp_c + 2.0 h_c + r5p_c
DKGLCNR1_num1,0.0,10057.9245012,41.0887197208,244.7855413734992,25dkglcn_c + h_c + nadph_c --> 2dhguln_c + nadp_c
NADTRHD,0.0,94594.506516,544.7965414363,173.63272216562046,nad_c + nadph_c --> nadh_c + nadp_c
AACPS2,0.0,9300.0826116,117.9971994335,78.81613001197772,ACP_c + atp_c + ttdcea_c --> amp_c + ppi_c + tdeACP_c
FMNRx2_num1,0.0,17654.4543744,56.1417016791,314.46240221415064,fmn_c + h_c + nadph_c --> fmnh2_c + nadp_c
ACPS1_num1,0.0,21613.678934400003,37.1197968558,582.2682440413962,apoACP_c + coa_c --> ACP_c + h_c + pap_c
EX_nmn_e,0.0,,,,nmn_e --> 
EX_urea_e,0.0,,,,urea_e --> 
ARAI,0.0,46557.956196,444.3660191347,104.77388952166244,arab__L_c --> rbl__L_c
M1PD,0.0,21414.0570372,54.335280447,394.1096256618719,mnl1p_c + nad_c --> f6p_c + h_c + nadh_c
G3PD2,0.0,68644.243476,96.0508390336,714.6657350071375,glyc3p_c + nadp_c --> dhap_c + h_c + nadph_c
GALS3,0.0,27314.257644,133.81292779929998,204.1227114092252,h2o_c + melib_c --> gal_c + glc__D_c
FCI,0.0,38459.23614,514.91656178,74.69022943649625,fuc__L_c --> fcl__L_c
FCLK,0.0,68205.67506,69.02187997509999,988.1746930771164,atp_c + fcl__L_c --> adp_c + fc1p_c + h_c
FCLPA_num1,0.0,24648.80337,30.6716509925,803.6347106331922,fc1p_c --> dhap_c + lald__L_c
GMPS2,0.0,18000.0,155.0038060432,116.12618076606034,atp_c + gln__L_c + h2o_c + xmp_c --> amp_c + glu__L_c + gmp_c + 2.0 h_c + ppi_c
AMPN,0.0,22311.5713668,427.8901684235,52.14322041799602,amp_c + h2o_c --> ade_c + r5p_c
GSNK,0.0,69004.440756,127.9797338448,539.1825618240551,atp_c + gsn_c --> adp_c + gmp_c + h_c
ACCOAL_num1,0.0,16156.300716000002,95.2192803528,169.67467781880703,atp_c + coa_c + ppa_c --> adp_c + pi_c + ppcoa_c
GALUi,0.0,10809.5720112,174.036937437,62.11079194100953,g1p_c + h_c + utp_c --> ppi_c + udpg_c
AACPS3,0.0,20818.4973336,117.9971994335,176.43213087724794,ACP_c + atp_c + hdca_c --> amp_c + palmACP_c + ppi_c
U23GAAT,0.010916568520392439,129600.0,142.7959012042,907.5890757863584,3hmrsACP_c + u3hga_c --> ACP_c + h_c + u23ga_c
EX_f6p_e,0.0,,,,f6p_e --> 
UAAGDS,0.007795785517184033,28800.0,70.4547866028,408.7727944215424,26dap__M_c + atp_c + uamag_c --> adp_c + h_c + pi_c + ugmd_c
AACPS4,0.0,19801.4710104,117.9971994335,167.8130591697608,ACP_c + atp_c + hdcea_c --> amp_c + hdeACP_c + ppi_c
UAMAS,0.007795785517184033,50400.0,141.6554137187,355.7929674335254,ala__L_c + atp_c + uamr_c --> adp_c + h_c + pi_c + uama_c
UAMAGS,0.007795785517184033,104400.0,62.0414625928,1682.7456290837954,atp_c + glu__D_c + uama_c --> adp_c + h_c + pi_c + uamag_c
UGLYCH,0.0,91417.259448,23.9979171008,3809.383083707398,h2o_c + 2.0 h_c + urdglyc_c --> co2_c + glx_c + 2.0 nh4_c
NTPP3_num1,0.0,50618.488464,80.3354894158,630.0887544483497,dctp_c + h2o_c --> dcmp_c + h_c + ppi_c
NTPP6_num1,0.0,10261.6791408,80.3354894158,127.73531617748236,atp_c + h2o_c --> amp_c + h_c + ppi_c
NTPP7_num1,0.0,9517.8514608,21.6219785511,440.193363355075,dttp_c + h2o_c --> dtmp_c + h_c + ppi_c
OP4ENH,0.0,26173.1842956,190.7848673862,137.18689880481148,h2o_c + op4en_c --> 4h2opntn_c
EX_rmn_e,0.0,,,,rmn_e --> 
HOPNTAL,0.0,50874.6321,48.1691196192,1056.1669489122569,4h2opntn_c --> acald_c + pyr_c
NTPP8_num1,0.0,9521.2038096,80.3354894158,118.51802831896876,h2o_c + utp_c --> h_c + ppi_c + ump_c
P5CR,0.06201588338495453,115200.0,371.7299759224,309.90236855165114,1pyr5c_c + 2.0 h_c + nadph_c --> nadp_c + pro__L_c
CYANST_num1,0.0,331771.822668,49.235115507500005,6738.520246133292,cyan_c + tsul_c --> h_c + so3_c + tcynt_c
EX_ttdca_e,0.0,,,,ttdca_e --> 
DHPPDA2,0.00012512308696790265,1152.0,106.55547501179998,10.81126990304747,25drapp_c + h2o_c + h_c --> 5apru_c + nh4_c
3HPPPNH,0.0,16534.680408,82.13319354609999,201.31544499994828,3hpppn_c + h_c + nadh_c + o2_c --> dhpppn_c + h2o_c + nad_c
G5SADs,0.06201588338495453,,,,glu5sa_c --> 1pyr5c_c + h2o_c + h_c
GMAND,0.0,18347.6532744,111.0686884301,165.19195043837146,gdpmann_c --> gdpddman_c + h2o_c
PPCSCT,0.0,15747.6871008,71.08981426119999,221.51819166300604,ppcoa_c + succ_c --> ppa_c + succoa_c
CYTD,0.0,65944.35572400001,83.31396460810001,791.5162366140564,cytd_c + h2o_c + h_c --> nh4_c + uri_c
AKGDH,0.0,112697.453412,3194.145536243,35.28250423572007,akg_c + coa_c + nad_c --> co2_c + nadh_c + succoa_c
HPYRRx_num1,0.0,16797.0315348,46.680608448200005,359.82889026476886,h_c + hpyr_c + nadh_c --> glyc__R_c + nad_c
GLYCDx,0.0,19473.1679484,409.0402282448,47.60697506932207,glyc_c + nad_c --> dha_c + h_c + nadh_c
ASP1DC,0.0001890873556420949,252.00000000000003,18.2711774501,13.792214578848654,asp__L_c + h_c --> ala_B_c + co2_c
UGMDDS,0.007795785517184033,57600.0,62.6669806856,919.1443303927308,alaala_c + atp_c + ugmd_c --> adp_c + h_c + pi_c + ugmda_c
