id,name,metabolites,lower_bound,upper_bound,gene_reaction_rule,annotation,notes,objective_coefficient
ACP1_FMN_num1,Acid phosphatase (FMN),"OrderedDict([('fmn_c', -1.0), ('h2o_c', -1.0), ('pi_c', 1.0), ('ribflv_c', 1.0)])",0.0,1000.0,b3812,"OrderedDict([('bigg.reaction', 'ACP1_FMN'), ('biocyc', 'META:RXN0-5187'), ('ec-code', ['3.1.3.102', '3.1.3.2']), ('kegg.reaction', 'R00548'), ('metanetx.reaction', 'MNXR95393'), ('reactome.reaction', ['R-HSA-196950', 'R-DRE-196950', 'R-MMU-196950', 'R-XTR-196950', 'R-GGA-196950', 'R-RNO-196950', 'R-BTA-196950', 'R-CEL-196950', 'R-CFA-196950', 'R-OSA-196950', 'R-SSC-196950', 'R-ATH-196950']), ('rhea', ['35590', '35589', '35587', '35588']), ('sabiork', '964'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00391')])",,
RBFSb,Riboflavin synthase,"OrderedDict([('4r5au_c', 1.0), ('dmlz_c', -2.0), ('ribflv_c', 1.0)])",0.0,1000.0,b1662,"OrderedDict([('bigg.reaction', 'RBFSb'), ('biocyc', 'META:RIBOFLAVIN-SYN-RXN'), ('ec-code', '2.5.1.9'), ('kegg.reaction', 'R00066'), ('metanetx.reaction', 'MNXR103430'), ('rhea', ['20773', '20774', '20775', '20772']), ('sabiork', '653'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00048')])",,
NDP3_num1,Nucleoside diphosphatase  GDP ,"OrderedDict([('gdp_c', -1.0), ('gmp_c', 1.0), ('h2o_c', -1.0), ('h_c', 1.0), ('pi_c', 1.0)])",0.0,1000.0,b1134,"OrderedDict([('bigg.reaction', 'NDP3'), ('biocyc', 'META:GUANOSINE-DIPHOSPHATASE-RXN'), ('ec-code', ['3.6.1.6', '3.6.1.5', '3.6.1.42']), ('kegg.reaction', 'R00328'), ('metanetx.reaction', 'MNXR101928'), ('rhea', ['22159', '22156', '22157', '22158']), ('sabiork', '339'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00236')])",,
CDPPH,CDP phosphohydrolase,"OrderedDict([('cdp_c', -1.0), ('cmp_c', 1.0), ('h2o_c', -1.0), ('h_c', 1.0), ('pi_c', 1.0)])",0.0,1000.0,b3614,"OrderedDict([('bigg.reaction', 'CDPPH'), ('biocyc', 'META:RXN-12198'), ('ec-code', ['3.6.1.6', '3.6.1.5']), ('kegg.reaction', 'R00514'), ('metanetx.reaction', 'MNXR96559'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00366')])",,
NDP7,Nucleoside diphosphatase  UDP ,"OrderedDict([('h2o_c', -1.0), ('h_c', 1.0), ('pi_c', 1.0), ('udp_c', -1.0), ('ump_c', 1.0)])",0.0,1000.0,b3614,"OrderedDict([('bigg.reaction', 'NDP7'), ('biocyc', 'META:RXN-12197'), ('ec-code', ['3.6.1.6', '3.6.1.5', '3.1.3.2', '3.6.1.9']), ('kegg.reaction', 'R00155'), ('metanetx.reaction', 'MNXR101931'), ('sabiork', '444'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00116')])",,
FBP_num1,Fructose-bisphosphatase,"OrderedDict([('f6p_c', 1.0), ('fdp_c', -1.0), ('h2o_c', -1.0), ('pi_c', 1.0)])",0.0,1000.0,b4232,"OrderedDict([('bigg.reaction', 'FBP'), ('ec-code', '3.1.3.11'), ('metanetx.reaction', 'MNXR99465'), ('rhea', ['11067', '11065', '11066', '11064']), ('sabiork', '2084'), ('sbo', 'SBO:0000176')])",,
EX_pi_e,Phosphate exchange,"OrderedDict([('pi_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'EX_pi_e'), ('biocyc', 'META:TRANS-RXN0-470'), ('metanetx.reaction', 'MNXR102871'), ('rhea', ['32824', '32826', '32825', '32823']), ('sabiork', '10985'), ('sbo', 'SBO:0000627'), ('seed.reaction', ['rxn10838', 'rxn09722', 'rxn09121', 'rxn13178'])])","OrderedDict([('reflection', 'EX_pi_e_reverse')])",
GLGC,Glucose-1-phosphate adenylyltransferase,"OrderedDict([('adpglc_c', 1.0), ('atp_c', -1.0), ('g1p_c', -1.0), ('h_c', -1.0), ('ppi_c', 1.0)])",0.0,1000.0,b3430,"OrderedDict([('bigg.reaction', 'GLGC'), ('biocyc', 'META:GLUC1PADENYLTRANS-RXN'), ('ec-code', '2.7.7.27'), ('kegg.reaction', 'R00948'), ('metanetx.reaction', 'MNXR100243'), ('rhea', ['12122', '12121', '12120', '12123']), ('sabiork', ['9396', '1262']), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00695')])",,
ALATA_D2_num1,D-alanine transaminase,"OrderedDict([('ala__D_c', -1.0), ('pyam5p_c', 1.0), ('pydx5p_c', -1.0), ('pyr_c', 1.0)])",0.0,1000.0,b2551,"OrderedDict([('bigg.reaction', 'ALATA_D2'), ('biocyc', 'META:RXN0-5240'), ('kegg.reaction', 'R01147'), ('metanetx.reaction', 'MNXR95697'), ('rhea', ['28565', '28562', '28564', '28563']), ('sabiork', '1388'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00848')])",,
PYK_num1,Pyruvate kinase,"OrderedDict([('adp_c', -1.0), ('atp_c', 1.0), ('h_c', -1.0), ('pep_c', -1.0), ('pyr_c', 1.0)])",0.0,1000.0,b1854,"OrderedDict([('bigg.reaction', 'PYK'), ('biocyc', 'META:PEPDEPHOS-RXN'), ('ec-code', '2.7.1.40'), ('kegg.reaction', 'R00200'), ('metanetx.reaction', 'MNXR103371'), ('reactome.reaction', ['R-SSC-71670', 'R-GGA-353056', 'R-DRE-71670', 'R-OSA-71670', 'R-SPO-71670', 'R-DDI-71670', 'R-SCE-71670', 'R-CEL-71670', 'R-PFA-71670', 'R-HSA-71670', 'R-TGU-71670', 'R-DME-71670', 'R-ATH-71670', 'R-BTA-71670', 'R-MMU-71670', 'R-RNO-71670', 'R-GGA-71670', 'R-CFA-71670', 'R-XTR-71670']), ('rhea', ['18160', '18159', '18158', '18157']), ('sabiork', '9'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00148')])",,
SHCHD2,Sirohydrochlorin dehydrogenase (NAD),"OrderedDict([('dscl_c', -1.0), ('h_c', 1.0), ('nad_c', -1.0), ('nadh_c', 1.0), ('scl_c', 1.0)])",0.0,1000.0,b3368,"OrderedDict([('bigg.reaction', 'SHCHD2'), ('biocyc', 'META:DIMETHUROPORDEHYDROG-RXN'), ('ec-code', '1.3.1.76'), ('kegg.reaction', 'R03947'), ('metanetx.reaction', 'MNXR104373'), ('rhea', ['15613', '15614', '15615', '15616']), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn02774')])",,
EX_co2_e,CO2 exchange,"OrderedDict([('co2_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'EX_co2_e'), ('biocyc', 'META:TRANS-RXN0-545'), ('metanetx.reaction', 'MNXR96810'), ('reactome.reaction', ['R-DDI-1247645', 'R-CFA-1237069', 'R-TGU-1247649', 'R-CFA-1237042', 'R-CEL-1247645', 'R-XTR-1237069', 'R-HSA-1247645', 'R-OSA-1237042', 'R-GGA-1237042', 'R-BTA-1247645', 'R-GGA-1247649', 'R-RNO-1247645', 'R-XTR-1247645', 'R-TGU-1237042', 'R-SCE-1247649', 'R-MMU-1247649', 'R-CFA-1247649', 'R-GGA-1247645', 'R-SSC-1247645', 'R-BTA-1237069', 'R-RNO-1237069', 'R-SCE-1237042', 'R-DDI-1247649', 'R-SSC-1237042', 'R-DRE-1247649', 'R-DRE-1237042', 'R-DDI-1237042', 'R-DME-1237042', 'R-MMU-1237042', 'R-SSC-1247649', 'R-TGU-1237069', 'R-BTA-1247649', 'R-CFA-1247645', 'R-RNO-1247649', 'R-HSA-1237069', 'R-CEL-1237069', 'R-DDI-1237069', 'R-MMU-1237069', 'R-DME-1247645', 'R-ATH-1237042', 'R-OSA-1247649', 'R-HSA-1237042', 'R-DRE-1247645', 'R-HSA-1247649', 'R-MMU-1247645', 'R-DME-1237069', 'R-RNO-1237042', 'R-TGU-1247645', 'R-BTA-1237042', 'R-GGA-1237069', 'R-DME-1247649', 'R-SSC-1237069', 'R-DRE-1237069', 'R-ATH-1247649']), ('sbo', 'SBO:0000627'), ('seed.reaction', ['rxn05467', 'rxn08237', 'rxn09706', 'rxn09821', 'rxn09775', 'rxn09876', 'rxn08238', 'rxn09860'])])","OrderedDict([('reflection', 'EX_co2_e_reverse')])",
A5PISO_num1,Arabinose-5-phosphate isomerase,"OrderedDict([('ara5p_c', 1.0), ('ru5p__D_c', -1.0)])",0.0,1000.0,b3197,"OrderedDict([('bigg.reaction', 'A5PISO'), ('biocyc', 'META:DARAB5PISOM-RXN'), ('ec-code', '5.3.1.13'), ('kegg.reaction', 'R01530'), ('metanetx.reaction', 'MNXR95132'), ('rhea', ['23105', '23107', '23104', '23106']), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn01117')])","OrderedDict([('reflection', 'A5PISO_reverse')])",
PMDPHT_num1,Pyrimidine phosphatase,"OrderedDict([('4r5au_c', 1.0), ('5aprbu_c', -1.0), ('h2o_c', -1.0), ('pi_c', 1.0)])",0.0,1000.0,b0844,"OrderedDict([('bigg.reaction', 'PMDPHT'), ('biocyc', 'META:RIBOPHOSPHAT-RXN'), ('ec-code', ['3.1.3.104', '3.1.3.-']), ('kegg.reaction', 'R07280'), ('metanetx.reaction', 'MNXR96145'), ('rhea', ['25197', '25200', '25198', '25199']), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn05039')])",,
CPPPGO,Coproporphyrinogen oxidase (O2 required),"OrderedDict([('co2_c', 2.0), ('cpppg3_c', -1.0), ('h2o_c', 2.0), ('h_c', -2.0), ('o2_c', -1.0), ('pppg9_c', 1.0)])",0.0,1000.0,b2436,"OrderedDict([('bigg.reaction', 'CPPPGO'), ('biocyc', 'META:RXN0-1461'), ('ec-code', '1.3.3.3'), ('kegg.reaction', 'R03220'), ('metanetx.reaction', 'MNXR96880'), ('rhea', ['18257', '18258', '18259', '18260']), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn02303')])",,
EX_met__L_e,L-Methionine exchange,"OrderedDict([('met__L_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'EX_met__L_e'), ('metanetx.reaction', 'MNXR101493'), ('sabiork', ['13469', '13461']), ('sbo', 'SBO:0000627'), ('seed.reaction', ['rxn08920', 'rxn10976'])])",,
GTHOr,Glutathione oxidoreductase,"OrderedDict([('gthox_c', -1.0), ('gthrd_c', 2.0), ('h_c', -1.0), ('nadp_c', 1.0), ('nadph_c', -1.0)])",0.0,1000.0,b3500,"OrderedDict([('bigg.reaction', 'GTHOr'), ('biocyc', 'META:GLUTATHIONE-REDUCT-NADPH-RXN'), ('ec-code', '1.8.1.7'), ('kegg.reaction', 'R00115'), ('metanetx.reaction', 'MNXR100098'), ('reactome.reaction', ['R-BTA-3323079', 'R-DDI-3323079', 'R-DDI-71682', 'R-SPO-71682', 'R-DRE-3323079', 'R-CEL-71682', 'R-GGA-71682', 'R-ATH-3323079', 'R-XTR-71682', 'R-DRE-71682', 'R-SCE-3323079', 'R-ATH-71682', 'R-MMU-3323079', 'R-OSA-71682', 'R-SPO-3323079', 'R-BTA-71682', 'R-TGU-71682', 'R-GGA-3323079', 'R-MMU-71682', 'R-CFA-71682', 'R-SSC-3323079', 'R-HSA-3323079', 'R-RNO-71682', 'R-CFA-3323079', 'R-PFA-3323079', 'R-CEL-3323079', 'R-HSA-71682', 'R-XTR-3323079', 'R-SCE-71682', 'R-TGU-3323079', 'R-PFA-71682', 'R-SSC-71682', 'R-RNO-3323079', 'R-OSA-3323079']), ('rhea', ['11740', '11743', '11742', '11741']), ('sabiork', '695'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00086')])","OrderedDict([('reflection', 'GTHOr_reverse')])",
ILETA,Isoleucine transaminase,"OrderedDict([('3mop_c', 1.0), ('akg_c', -1.0), ('glu__L_c', 1.0), ('ile__L_c', -1.0)])",0.0,1000.0,b3770,"OrderedDict([('bigg.reaction', 'ILETA'), ('biocyc', 'META:BRANCHED-CHAINAMINOTRANSFERILEU-RXN'), ('ec-code', '2.6.1.42'), ('kegg.reaction', 'R02199'), ('metanetx.reaction', 'MNXR96228'), ('rhea', ['24803', '24802', '24804', '24801']), ('sabiork', '9086'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn01575')])","OrderedDict([('reflection', 'ILETA_reverse')])",
DHORD5,Dihydroorotic acid (menaquinone-8),"OrderedDict([('dhor__S_c', -1.0), ('mql8_c', 1.0), ('mqn8_c', -1.0), ('orot_c', 1.0)])",0.0,1000.0,b0945,"OrderedDict([('bigg.reaction', 'DHORD5'), ('metanetx.reaction', 'MNXR97421'), ('rhea', ['29200', '29201', '29199', '29202']), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn08336')])",,
EX_metsox_S__L_e,L-Methionine S-oxide exchange,"OrderedDict([('metsox_S__L_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'EX_metsox_S__L_e'), ('metanetx.reaction', 'MNXR101483'), ('sbo', 'SBO:0000627'), ('seed.reaction', 'rxn08915')])",,
GLYCTO2,Glycolate oxidase,"OrderedDict([('glx_c', 1.0), ('glyclt_c', -1.0), ('q8_c', -1.0), ('q8h2_c', 1.0)])",0.0,1000.0,b2979 and b4468 and b4467,"OrderedDict([('bigg.reaction', 'GLYCTO2'), ('metanetx.reaction', 'MNXR100339'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn08655')])",,
VALTA,Valine transaminase,"OrderedDict([('3mob_c', 1.0), ('akg_c', -1.0), ('glu__L_c', 1.0), ('val__L_c', -1.0)])",0.0,1000.0,b3770,"OrderedDict([('bigg.reaction', 'VALTA'), ('biocyc', 'META:BRANCHED-CHAINAMINOTRANSFERVAL-RXN'), ('ec-code', ['2.6.1.42', '2.6.1.6']), ('kegg.reaction', 'R01214'), ('metanetx.reaction', 'MNXR96230'), ('rhea', ['24813', '24816', '24814', '24815']), ('sabiork', '1446'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00903')])","OrderedDict([('reflection', 'VALTA_reverse')])",
GLYCTO3,Glycolate oxidase,"OrderedDict([('glx_c', 1.0), ('glyclt_c', -1.0), ('mql8_c', 1.0), ('mqn8_c', -1.0)])",0.0,1000.0,b2979 and b4468 and b4467,"OrderedDict([('bigg.reaction', 'GLYCTO3'), ('metanetx.reaction', 'MNXR100340'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn08656')])",,
IPPMIb,2-isopropylmalate hydratase,"OrderedDict([('2ippm_c', -1.0), ('3c3hmp_c', 1.0), ('h2o_c', -1.0)])",0.0,1000.0,b0071 and b0072,"OrderedDict([('bigg.reaction', 'IPPMIb'), ('biocyc', 'META:3-ISOPROPYLMALISOM-RXN'), ('ec-code', '4.2.1.33'), ('kegg.reaction', 'R03968'), ('metanetx.reaction', 'MNXR100826'), ('rhea', ['16293', '16295', '16296', '16294']), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn02789')])","OrderedDict([('reflection', 'IPPMIb_reverse')])",
GLYCTO4,Glycolate oxidase,"OrderedDict([('2dmmq8_c', -1.0), ('2dmmql8_c', 1.0), ('glx_c', 1.0), ('glyclt_c', -1.0)])",0.0,1000.0,b2979 and b4468 and b4467,"OrderedDict([('bigg.reaction', 'GLYCTO4'), ('metanetx.reaction', 'MNXR100341'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn08657')])",,
ORPT,Orotate phosphoribosyltransferase,"OrderedDict([('orot5p_c', -1.0), ('orot_c', 1.0), ('ppi_c', -1.0), ('prpp_c', 1.0)])",0.0,1000.0,b3642,"OrderedDict([('bigg.reaction', 'ORPT'), ('biocyc', 'META:OROPRIBTRANS-RXN'), ('ec-code', '2.4.2.10'), ('kegg.reaction', 'R01870'), ('metanetx.reaction', 'MNXR102231'), ('reactome.reaction', ['R-SSC-73567', 'R-CFA-73567', 'R-GGA-73567', 'R-PFA-73567', 'R-XTR-73567', 'R-BTA-73567', 'R-SCE-73567', 'R-CEL-73567', 'R-SPO-73567', 'R-DRE-73567', 'R-MMU-73567', 'R-GGA-419462', 'R-DDI-73567', 'R-HSA-73567', 'R-ATH-73567', 'R-TGU-73567', 'R-OSA-73567', 'R-DME-73567', 'R-RNO-73567']), ('rhea', ['10381', '10383', '10382', '10380']), ('sabiork', '401'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn01362')])","OrderedDict([('reflection', 'ORPT_reverse')])",
RBFSa,Riboflavin synthase,"OrderedDict([('4r5au_c', -1.0), ('db4p_c', -1.0), ('dmlz_c', 1.0), ('h2o_c', 2.0), ('pi_c', 1.0)])",0.0,1000.0,b0415,"OrderedDict([('bigg.reaction', 'RBFSa'), ('ec-code', ['2.5.1.9', '2.5.1.78']), ('kegg.reaction', 'R04457'), ('metanetx.reaction', 'MNXR97501'), ('sabiork', '8561'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn03080')])",,
ACHBS_num1,2-aceto-2-hydroxybutanoate synthase,"OrderedDict([('2ahbut_c', 1.0), ('2obut_c', -1.0), ('co2_c', 1.0), ('h_c', -1.0), ('pyr_c', -1.0)])",0.0,1000.0,b3670 and b3671,"OrderedDict([('bigg.reaction', 'ACHBS'), ('biocyc', 'META:ACETOOHBUTSYN-RXN'), ('ec-code', '2.2.1.6'), ('kegg.reaction', 'R08648'), ('metanetx.reaction', 'MNXR95260'), ('rhea', ['27657', '27655', '27654', '27656']), ('sabiork', '6688'), ('sbo', 'SBO:0000176')])",,
PFK_3,Phosphofructokinase (s7p),"OrderedDict([('adp_c', 1.0), ('atp_c', -1.0), ('h_c', 1.0), ('s17bp_c', 1.0), ('s7p_c', -1.0)])",0.0,1000.0,b3916,"OrderedDict([('bigg.reaction', 'PFK_3'), ('biocyc', 'META:RXN0-6541'), ('ec-code', ['2.7.1.11', '2.7.1']), ('kegg.reaction', 'R01843'), ('metanetx.reaction', 'MNXR102510'), ('rhea', ['31445', '31446', '31444', '31443']), ('sabiork', '41'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn01343')])",,
DHAD2,"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)","OrderedDict([('23dhmp_c', -1.0), ('3mop_c', 1.0), ('h2o_c', 1.0)])",0.0,1000.0,b3771,"OrderedDict([('bigg.reaction', 'DHAD2'), ('biocyc', 'META:DIHYDROXYMETVALDEHYDRAT-RXN'), ('ec-code', '4.2.1.9'), ('kegg.reaction', 'R05070'), ('metanetx.reaction', 'MNXR97359'), ('rhea', ['27694', '27696', '27697', '27695']), ('sbo', 'SBO:0000176')])",,
ACLS_num1,Acetolactate synthase,"OrderedDict([('alac__S_c', 1.0), ('co2_c', 1.0), ('h_c', -1.0), ('pyr_c', -2.0)])",0.0,1000.0,b0077 and b0078,"OrderedDict([('bigg.reaction', 'ACLS'), ('biocyc', 'META:ACETOLACTSYN-RXN'), ('ec-code', '2.2.1.6'), ('kegg.reaction', 'R00226'), ('metanetx.reaction', 'MNXR95271'), ('rhea', ['25252', '25251', '25249', '25250']), ('sabiork', '749'), ('sbo', 'SBO:0000176')])",,
TRPS2,Tryptophan synthase (indole),"OrderedDict([('h2o_c', 1.0), ('indole_c', -1.0), ('ser__L_c', -1.0), ('trp__L_c', 1.0)])",0.0,1000.0,b1260 and b1261,"OrderedDict([('bigg.reaction', 'TRPS2'), ('biocyc', 'META:RXN0-2382'), ('ec-code', ['4.2.1.122', '4.2.1.20']), ('kegg.reaction', 'R00674'), ('metanetx.reaction', 'MNXR104946'), ('rhea', ['26436', '26435', '26437', '26434']), ('sabiork', '1054'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00474')])",,
PSCVT,3-phosphoshikimate 1-carboxyvinyltransferase,"OrderedDict([('3psme_c', 1.0), ('pep_c', -1.0), ('pi_c', 1.0), ('skm5p_c', -1.0)])",0.0,1000.0,b0908,"OrderedDict([('bigg.reaction', 'PSCVT'), ('biocyc', 'META:2.5.1.19-RXN'), ('ec-code', '2.5.1.19'), ('kegg.reaction', 'R03460'), ('metanetx.reaction', 'MNXR103226'), ('reactome.reaction', 'R-MTU-964886'), ('rhea', ['21259', '21257', '21256', '21258']), ('sabiork', '3254'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn02476')])","OrderedDict([('reflection', 'PSCVT_reverse')])",
G3PD5_num1,Glycerol-3-phosphate dehydrogenase (ubiquinone-8),"OrderedDict([('dhap_c', 1.0), ('glyc3p_c', -1.0), ('q8_c', -1.0), ('q8h2_c', 1.0)])",0.0,1000.0,b2243 and b2242 and b2241,"OrderedDict([('bigg.reaction', 'G3PD5'), ('metanetx.reaction', 'MNXR99880'), ('rhea', ['28753', '28752', '28754', '28751']), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn08556')])",,
G1PP_num1,Glucose-1-phosphatase,"OrderedDict([('g1p_c', -1.0), ('glc__D_c', 1.0), ('h2o_c', -1.0), ('pi_c', 1.0)])",0.0,1000.0,b2293,"OrderedDict([('bigg.reaction', 'G1PP'), ('biocyc', ['META:GLUCOSE-1-PHOSPHAT-RXN', 'META:RXN-17330']), ('ec-code', '3.1.3.10'), ('kegg.reaction', 'R00304'), ('metanetx.reaction', 'MNXR99844'), ('rhea', ['19933', '19936', '19935', '19934']), ('sabiork', ['797', '9953']), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00221')])",,
PFL_num1,Pyruvate formate lyase,"OrderedDict([('accoa_c', 1.0), ('coa_c', -1.0), ('for_c', 1.0), ('pyr_c', -1.0)])",0.0,1000.0,b0902 and b0903,"OrderedDict([('bigg.reaction', 'PFL'), ('biocyc', 'META:PYRUVFORMLY-RXN'), ('ec-code', '2.3.1.54'), ('kegg.reaction', 'R00212'), ('metanetx.reaction', 'MNXR102514'), ('rhea', ['11847', '11845', '11844', '11846']), ('sabiork', '146'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00157')])",,
EX_acgam_e,N-Acetyl-D-glucosamine exchange,"OrderedDict([('acgam_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'EX_acgam_e'), ('metanetx.reaction', 'MNXR95252'), ('sbo', 'SBO:0000627'), ('seed.reaction', 'rxn08042')])",,
ANS,Anthranilate synthase,"OrderedDict([('anth_c', 1.0), ('chor_c', -1.0), ('gln__L_c', -1.0), ('glu__L_c', 1.0), ('h_c', 1.0), ('pyr_c', 1.0)])",0.0,1000.0,b1263 and b1264,"OrderedDict([('bigg.reaction', 'ANS'), ('biocyc', 'META:ANTHRANSYN-RXN'), ('ec-code', '4.1.3.27'), ('kegg.reaction', 'R00986'), ('metanetx.reaction', 'MNXR95843'), ('rhea', ['21734', '21733', '21735', '21732']), ('sabiork', '1280'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00727')])",,
FRD2,Fumarate reductase,"OrderedDict([('fum_c', -1.0), ('mql8_c', -1.0), ('mqn8_c', 1.0), ('succ_c', 1.0)])",0.0,1000.0,b4152 and b4151 and b4153 and b4154,"OrderedDict([('bigg.reaction', 'FRD2'), ('metanetx.reaction', 'MNXR99637'), ('rhea', ['29216', '29215', '29218', '29217']), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn08527')])",,
FRD3,Fumarate reductase,"OrderedDict([('2dmmq8_c', 1.0), ('2dmmql8_c', -1.0), ('fum_c', -1.0), ('succ_c', 1.0)])",0.0,1000.0,b4152 and b4151 and b4153 and b4154,"OrderedDict([('bigg.reaction', 'FRD3'), ('ec-code', '1.3.99.1'), ('metanetx.reaction', 'MNXR99639'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn08528')])",,
ANPRT,Anthranilate phosphoribosyltransferase,"OrderedDict([('anth_c', -1.0), ('ppi_c', 1.0), ('pran_c', 1.0), ('prpp_c', -1.0)])",0.0,1000.0,b1263,"OrderedDict([('bigg.reaction', 'ANPRT'), ('biocyc', 'META:PRTRANS-RXN'), ('ec-code', '2.4.2.18'), ('kegg.reaction', 'R01073'), ('metanetx.reaction', 'MNXR95842'), ('rhea', ['11771', '11770', '11768', '11769']), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00791')])",,
POX,Pyruvate oxidase,"OrderedDict([('ac_c', 1.0), ('co2_c', 1.0), ('h2o_c', -1.0), ('pyr_c', -1.0), ('q8_c', -1.0), ('q8h2_c', 1.0)])",0.0,1000.0,b0871,"OrderedDict([('bigg.reaction', 'POX'), ('metanetx.reaction', 'MNXR103067'), ('rhea', ['29168', '29170', '29167', '29169']), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn09167')])",,
CHORM_num1,Chorismate mutase,"OrderedDict([('chor_c', -1.0), ('pphn_c', 1.0)])",0.0,1000.0,b2599,"OrderedDict([('bigg.reaction', 'CHORM'), ('biocyc', 'META:CHORISMATEMUT-RXN'), ('ec-code', '5.4.99.5'), ('kegg.reaction', 'R01715'), ('metanetx.reaction', 'MNXR96708'), ('rhea', ['13897', '13899', '13898', '13900']), ('sabiork', '1827'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn01256')])",,
PTAr_num1,Phosphotransacetylase,"OrderedDict([('accoa_c', -1.0), ('actp_c', 1.0), ('coa_c', 1.0), ('pi_c', -1.0)])",0.0,1000.0,b2297,"OrderedDict([('bigg.reaction', 'PTAr'), ('biocyc', 'META:PHOSACETYLTRANS-RXN'), ('ec-code', '2.3.1.8'), ('kegg.reaction', 'R00230'), ('metanetx.reaction', 'MNXR103319'), ('rhea', ['19521', '19523', '19522', '19524']), ('sabiork', '72'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00173')])","OrderedDict([('reflection', 'PTAr_reverse')])",
CHORS,Chorismate synthase,"OrderedDict([('3psme_c', -1.0), ('chor_c', 1.0), ('pi_c', 1.0)])",0.0,1000.0,b2329,"OrderedDict([('bigg.reaction', 'CHORS'), ('biocyc', 'META:CHORISMATE-SYNTHASE-RXN'), ('ec-code', '4.2.3.5'), ('kegg.reaction', 'R01714'), ('metanetx.reaction', 'MNXR96709'), ('rhea', ['21020', '21023', '21022', '21021']), ('sabiork', '1826'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn01255')])",,
IGPS,Indole-3-glycerol-phosphate synthase,"OrderedDict([('2cpr5p_c', -1.0), ('3ig3p_c', 1.0), ('co2_c', 1.0), ('h2o_c', 1.0), ('h_c', -1.0)])",0.0,1000.0,b1262,"OrderedDict([('bigg.reaction', 'IGPS'), ('biocyc', 'META:IGPSYN-RXN'), ('ec-code', '4.1.1.48'), ('kegg.reaction', 'R03508'), ('metanetx.reaction', 'MNXR100814'), ('rhea', ['23476', '23479', '23477', '23478']), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn02507')])",,
ACKr_num1,Acetate kinase,"OrderedDict([('ac_c', -1.0), ('actp_c', 1.0), ('adp_c', 1.0), ('atp_c', -1.0)])",0.0,1000.0,b2296,"OrderedDict([('bigg.reaction', 'ACKr'), ('biocyc', 'META:ACETATEKIN-RXN'), ('ec-code', ['2.7.2.15', '2.7.2.1']), ('kegg.reaction', 'R00315'), ('metanetx.reaction', 'MNXR95269'), ('rhea', ['11354', '11355', '11353', '11352']), ('sabiork', '71'), ('sbo', 'SBO:0000176'), ('seed.reaction', 'rxn00225')])","OrderedDict([('reflection', 'ACKr_reverse')])",
