,MW,kcat,type,kcat_MW
MLDCP2Bpp_num1,47.6566596952,71515.31565599999,proteozyme,1500.6363457572131
MLDCP2Bpp_num2,44.0151564569,71515.31565599999,proteozyme,1624.788400469015
MLDCP2Bpp_num3,45.7461615507,71515.31565599999,proteozyme,1563.3074608181123
MLDCP2Bpp_num4,45.4492517803,71515.31565599999,proteozyme,1573.5201979056196
MLDCP2Bpp_num5,89.5649190625,71515.31565599999,proteozyme,798.4746305201853
3OAS140_num1,112.5649921618,15220.884294,proteozyme,135.218632380142
3OAS140_num2,113.7073287295,15220.884294,proteozyme,133.86018706154974
3OAR140,135.0374164476,4680.0,proteozyme,34.65706115472099
3OAR160,135.0374164476,9300.0309588,proteozyme,68.87003027348933
PGSA161,27.3407935638,23465.3253948,proteozyme,858.2532668645277
3HAD181_num1,50.1076181513,16748.6225976,proteozyme,334.25301811448145
3HAD181_num2,134.9799628221,16748.6225976,proteozyme,124.08228782574372
PGPP160_num1,25.6469021913,9509.7503232,proteozyme,370.7952817173342
PGPP160_num2,38.3305494649,9509.7503232,proteozyme,248.09846078278252
PGPP180_num1,25.6469021913,17375.9762196,proteozyme,677.5077976276729
PGPP180_num2,38.3305494649,17375.9762196,proteozyme,453.3192574114156
PGPP161_num1,25.6469021913,9547.694856,proteozyme,372.2747794171723
PGPP161_num2,38.3305494649,9547.694856,proteozyme,249.0883900514654
PGPP181_num1,38.3305494649,17233.9796916,proteozyme,449.61473112670814
PGPP181_num2,25.6469021913,17233.9796916,proteozyme,671.9712019429056
CDAPPA180,37.5770484684,63141.679224,proteozyme,1680.3256721213293
NTP12,48.1095527569,9852.6619836,proteozyme,204.7963745035419
PSD141,47.4611852912,26441.0370432,proteozyme,557.1086537550624
PAPA181pp,38.3305494649,9300.0757572,proteozyme,242.62829223766417
MDDCP4pp_num1,63.0700806052,11770.5292128,proteozyme,186.62619581034028
MDDCP4pp_num2,115.1949153594,11770.5292128,proteozyme,102.17924268685628
MDDCP4pp_num3,117.4007383467,11770.5292128,proteozyme,100.2594138551332
MDDCP4pp_num4,68.41379608589999,11770.5292128,proteozyme,172.04905861415713
MDDCP4pp_num5,57.2503585353,11770.5292128,proteozyme,205.59747596239785
MDDCP4pp_num6,55.27302927699999,11770.5292128,proteozyme,212.95248997141377
CLPNS140pp_num1,72.40781363789999,10794.7585584,proteozyme,149.0827856283975
CLPNS140pp_num2,62.9130406955,10794.7585584,proteozyme,171.58220996894403
CLPNS141pp_num1,72.40781363789999,32295.0781188,proteozyme,446.0164793858101
CLPNS141pp_num2,62.9130406955,32295.0781188,proteozyme,513.3288386919435
CFAS160E,115.987643314,52560.319608,proteozyme,453.1544749616948
CFAS180E,115.987643314,1612231.50132,proteozyme,13900.028100022617
CFAS180G,115.987643314,107777.63232,proteozyme,929.2165030737458
PAPA160,38.3305494649,16190.8133364,proteozyme,422.3997193472593
PAPA180,38.3305494649,15173.4659004,proteozyme,395.85829350801833
PAPA181,38.3305494649,19467.096804,proteozyme,507.8741911024882
PETNT161pp,84.2711288012,23599.6242228,proteozyme,280.0440027150075
PSSA160,69.7391917914,54000.0,proteozyme,774.3135332213457
PSSA181,69.7391917914,18305.117604,proteozyme,262.4796349626943
DAGK140,52.479594382,9418.9726152,proteozyme,179.47876171906194
DAGK160,52.479594382,9418.9961376,proteozyme,179.47920993898967
DAGK141,52.479594382,9300.3068412,proteozyme,177.2175823902693
DAGK161,52.479594382,18097.7675436,proteozyme,344.85341887107575
AGPAT181,36.2594453236,71164.947312,proteozyme,1962.6595684761132
MDDEP3pp_num1,39.5130375318,33111.5862024,proteozyme,837.9914142452823
MDDEP3pp_num2,27.7889318427,33111.5862024,proteozyme,1191.5386453077444
MDDEP3pp_num3,79.6073472609,33111.5862024,proteozyme,415.9363091685773
MDDEP3pp_num4,68.41379608589999,33111.5862024,proteozyme,483.9898981899101
MDDEP3pp_num5,44.7575629602,33111.5862024,proteozyme,739.7986845674326
MDDEP3pp_num6,55.27302927699999,33111.5862024,proteozyme,599.0550298313082
MDDEP3pp_num7,64.7942176794,33111.5862024,proteozyme,511.02686919124807
MDDEP4pp_num1,39.5130375318,26327.999934000003,proteozyme,666.3117183236366
MDDEP4pp_num2,55.27302927699999,26327.999934000003,proteozyme,476.326343578124
MDDEP4pp_num3,79.6073472609,26327.999934000003,proteozyme,330.72324150827825
MDDEP4pp_num4,68.41379608589999,26327.999934000003,proteozyme,384.8346596780379
MDDEP4pp_num5,44.7575629602,26327.999934000003,proteozyme,588.2357794460746
MDDEP4pp_num6,27.7889318427,26327.999934000003,proteozyme,947.4275615568948
MDDEP4pp_num7,64.7942176794,26327.999934000003,proteozyme,406.3325536897477
MLTGY1pp_num1,65.2692997275,31677.5598588,proteozyme,485.3362911974563
MLTGY1pp_num2,29.3562931618,31677.5598588,proteozyme,1079.0722004377772
MLTGY1pp_num3,53.3732293938,31677.5598588,proteozyme,593.5102713211459
MLTGY1pp_num4,52.9795069625,31677.5598588,proteozyme,597.9210014397083
MLTGY1pp_num5,96.8829260236,31677.5598588,proteozyme,326.96741478558937
MLTGY1pp_num6,53.1687737334,31677.5598588,proteozyme,595.7925608297511
MLTGY1pp_num7,77.0039716006,31677.5598588,proteozyme,411.3756628437743
MLTGY1pp_num8,50.5161332402,31677.5598588,proteozyme,627.0780803466457
3HAD40_num1,50.1076181513,13622.6095704,proteozyme,271.8670348541916
3HAD40_num2,134.9799628221,13622.6095704,proteozyme,100.92319841837738
PLIPA1E141pp,87.6019862299,9300.0405672,proteozyme,106.16243954552873
3OAS60_num1,113.7073287295,14210.8263144,proteozyme,124.9772241876013
3OAS60_num2,112.5649921618,14210.8263144,proteozyme,126.24552306611876
3OAS160_num1,112.5649921618,9300.0488508,proteozyme,82.61937101574338
3OAS160_num2,113.7073287295,9300.0488508,proteozyme,81.78935302335718
3OAR60,135.0374164476,14676.6233088,proteozyme,108.68560503373614
3OAR80,135.0374164476,9300.0336192,proteozyme,68.87004997469563
MLDCP3App_num1,47.6566596952,11472.2901036,proteozyme,240.72795233601937
MLDCP3App_num2,45.4492517803,11472.2901036,proteozyme,252.4197792970636
MLDCP3App_num3,89.5649190625,11472.2901036,proteozyme,128.08910256028292
MLDCP3App_num4,45.7461615507,11472.2901036,proteozyme,250.78148012233504
MLDCP3App_num5,44.0151564569,11472.2901036,proteozyme,260.6440832451376
MLDCP1Bpp_num1,47.6566596952,38207.635488,proteozyme,801.7270982138996
MLDCP1Bpp_num2,45.4492517803,38207.635488,proteozyme,840.6658853856229
MLDCP1Bpp_num3,89.5649190625,38207.635488,proteozyme,426.5915258778722
MLDCP1Bpp_num4,45.7461615507,38207.635488,proteozyme,835.2096480412869
MLDCP1Bpp_num5,44.0151564569,38207.635488,proteozyme,868.0563370350217
PLIPA1G160pp,87.6019862299,9331.0831332,proteozyme,106.5167987026206
PLIPA1G141pp,87.6019862299,9300.0553632,proteozyme,106.16260844580869
LPLIPAL2E160,51.48148622589999,22686.5367252,proteozyme,440.6736943384232
LPLIPAL2G140,51.48148622589999,16311.887172,proteozyme,316.8495777379791
LPLIPAL2G160,51.48148622589999,10136.7444384,proteozyme,196.90077310356028
LPLIPAL2G120,51.48148622589999,9300.0504744,proteozyme,180.64844580421624
PGPP161pp_num1,25.6469021913,9508.6094544,proteozyme,370.7507980291488
PGPP161pp_num2,38.3305494649,9508.6094544,proteozyme,248.06869682646243
PAPA140,38.3305494649,33006.1562532,proteozyme,861.0926979646966
PAPA141,38.3305494649,9542.9005488,proteozyme,248.9633120844931
PAPA161,38.3305494649,17767.638086400002,proteozyme,463.5372655607288
DSBAO1,57.11907369909999,20873.2180536,proteozyme,365.4334130759704
DSBAO2,57.11907369909999,11874.5167068,proteozyme,207.8905685577864
DSBDR_num1,102.1616594727,37200.946248,proteozyme,364.1380380860098
DSBDR_num2,97.2111381141,37200.946248,proteozyme,382.6819330552019
PLIPA2A120pp,87.6019862299,9319.1305968,proteozyme,106.38035731682103
PLIPA2A160pp,87.6019862299,14809.585514400002,proteozyme,169.05536223270295
LPLIPAL2E120,51.48148622589999,9300.089592,proteozyme,180.6492056424196
EAR100x,147.2078113334,13324.8791916,proteozyme,90.51747370539648
EAR120x,147.2078113334,15973.7869404,proteozyme,108.511816021924
EAR160x,147.2078113334,9300.034296,proteozyme,63.17622829767535
EAR140y,147.2078113334,15246.0146448,proteozyme,103.56797310348183
3OAS121,112.5649921618,9300.0674016,proteozyme,82.61953581653661
3OAS80_num1,112.5649921618,9300.0573252,proteozyme,82.6194463002509
3OAS80_num2,113.7073287295,9300.0573252,proteozyme,81.78942755153486
3OAS100_num1,112.5649921618,9300.0692916,proteozyme,82.61955260683673
3OAS100_num2,113.7073287295,9300.0692916,proteozyme,81.78953279013413
3OAS120_num1,113.7073287295,9300.0449088,proteozyme,81.78931835540705
3OAS120_num2,112.5649921618,9300.0449088,proteozyme,82.61933599597457
3OAR40,135.0374164476,11866.8977784,proteozyme,87.8785901758187
3OAR100,135.0374164476,9300.0383424,proteozyme,68.87008495166812
3HAD60_num1,50.1076181513,35394.224814,proteozyme,706.3641442131036
3HAD60_num2,134.9799628221,35394.224814,proteozyme,262.2183624442737
3HAD100_num1,50.1076181513,9300.031516800002,proteozyme,185.60114928469653
3HAD100_num2,134.9799628221,9300.031516800002,proteozyme,68.89934863189433
3HAD140_num1,50.1076181513,9689.0008248,proteozyme,193.3638273434601
3HAD140_num2,134.9799628221,9689.0008248,proteozyme,71.78103047464789
3HAD160_num1,50.1076181513,9300.0497076,proteozyme,185.6015123193142
3HAD160_num2,134.9799628221,9300.0497076,proteozyme,68.89948339856352
AGPAT180,36.2594453236,9300.2229288,proteozyme,256.4910424249323
AGPAT141,36.2594453236,18651.920022,proteozyme,514.4016919050916
AGPAT161,36.2594453236,576000.0,proteozyme,15885.516032014471
DASYN120,41.5433297874,9544.4925192,proteozyme,229.74789377848148
EAR40x,147.2078113334,44179.314336,proteozyme,300.1152855668886
EAR60y,147.2078113334,14300.6467176,proteozyme,97.14597743194165
MLDEP1pp,79.6073472609,42680.982348000005,proteozyme,536.143758290552
MLDEP2pp,79.6073472609,29895.315192,proteozyme,375.53462363245217
MLTGY2pp_num1,65.2692997275,72155.372832,proteozyme,1105.502481767836
MLTGY2pp_num2,29.3562931618,72155.372832,proteozyme,2457.9183902514123
MLTGY2pp_num3,53.3732293938,72155.372832,proteozyme,1351.9019488144704
MLTGY2pp_num4,52.9795069625,72155.372832,proteozyme,1361.9487414836285
MLTGY2pp_num5,96.8829260236,72155.372832,proteozyme,744.7687202843507
MLTGY2pp_num6,53.1687737334,72155.372832,proteozyme,1357.100564210922
MLTGY2pp_num7,77.0039716006,72155.372832,proteozyme,937.0344325387728
MLTGY2pp_num8,50.5161332402,72155.372832,proteozyme,1428.362944742964
MLTGY4pp_num1,65.2692997275,14600.9962548,proteozyme,223.7038901253623
MLTGY4pp_num2,52.9795069625,14600.9962548,proteozyme,275.59705803104004
MLTGY4pp_num3,53.1687737334,14600.9962548,proteozyme,274.6160054022052
MLTGY4pp_num4,96.8829260236,14600.9962548,proteozyme,150.70763089095078
MLTGY4pp_num5,53.3732293938,14600.9962548,proteozyme,273.56403988730904
MLTGY4pp_num6,29.3562931618,14600.9962548,proteozyme,497.3719322914927
MLTGY4pp_num7,77.0039716006,14600.9962548,proteozyme,189.6135478638901
MLTGY4pp_num8,50.5161332402,14600.9962548,proteozyme,289.0363002523072
EAR60x,147.2078113334,13560.4687968,proteozyme,92.11786164042547
EAR80x,147.2078113334,14706.896958,proteozyme,99.9056831616866
NTP11,48.1095527569,10027.8335556,proteozyme,208.43747199794495
3OAS180_num1,113.7073287295,16822.952658000002,proteozyme,147.94958993382355
3OAS180_num2,112.5649921618,16822.952658000002,proteozyme,149.45101789567778
3HAD180_num1,50.1076181513,9449.8618392,proteozyme,188.5913198002374
3HAD180_num2,134.9799628221,9449.8618392,proteozyme,70.00936762484271
CDAPPA120,37.5770484684,31900.487745600003,proteozyme,848.935428561569
PSSA120,69.7391917914,21806.892216,proteozyme,312.69206963607445
PSD120,47.4611852912,38651.468364,proteozyme,814.3805959933864
PAPA120,38.3305494649,36805.003272,proteozyme,960.2002524305848
MDDEP1pp_num1,27.7889318427,30020.383011600003,proteozyme,1080.299997910362
MDDEP1pp_num2,39.5130375318,30020.383011600003,proteozyme,759.7589273525141
MDDEP1pp_num3,79.6073472609,30020.383011600003,proteozyme,377.1056823839781
MDDEP1pp_num4,68.41379608589999,30020.383011600003,proteozyme,438.8059825522117
MDDEP1pp_num5,44.7575629602,30020.383011600003,proteozyme,670.7331906854532
MDDEP1pp_num6,64.7942176794,30020.383011600003,proteozyme,463.3188591015949
MDDEP1pp_num7,55.27302927699999,30020.383011600003,proteozyme,543.1289618876013
MDDEP2pp_num1,27.7889318427,194468.902272,proteozyme,6998.070432242466
MDDEP2pp_num2,39.5130375318,194468.902272,proteozyme,4921.638892365384
MDDEP2pp_num3,79.6073472609,194468.902272,proteozyme,2442.851180992882
MDDEP2pp_num4,68.41379608589999,194468.902272,proteozyme,2842.5392742105105
MDDEP2pp_num5,44.7575629602,194468.902272,proteozyme,4344.939478606747
MDDEP2pp_num6,64.7942176794,194468.902272,proteozyme,3001.33112547522
MDDEP2pp_num7,55.27302927699999,194468.902272,proteozyme,3518.3326265224564
PSD181,47.4611852912,18069.532135200003,proteozyme,380.7223107542229
DAGK180,52.479594382,9300.3602688,proteozyme,177.21860045454036
DAGK181,52.479594382,13406.2653132,proteozyme,255.45672505803927
PLIPA2E120pp,87.6019862299,10490.5774368,proteozyme,119.7527349353569
PLIPA2G141pp,87.6019862299,9300.051727200002,proteozyme,106.1625669399005
PLIPA2G161pp,87.6019862299,11859.9128172,proteozyme,135.3840629375138
LPLIPAL1A120pp,124.7979916878,9607.4515008,proteozyme,76.98402330731741
LPLIPAL1A140pp,124.7979916878,21414.6708768,proteozyme,171.59467542051362
LPLIPAL1A181pp,124.7979916878,15755.1477948,proteozyme,126.24520300145336
LPLIPAL1E120pp,124.7979916878,18049.2455736,proteozyme,144.62769255736714
3OAR180,135.0374164476,9346.6058868,proteozyme,69.21493414698779
G3PAT120,132.105036233,9886.4551188,proteozyme,74.8378366239027
PGSA120,27.3407935638,9537.6729384,proteozyme,348.8440420042582
NADHPO,422.6058877278,10193.7795264,proteozyme,24.1212435094274
ACOAD7f,117.8451784612,168849.24822,proteozyme,1432.805740759202
ACOAD8f,117.8451784612,76148.300664,proteozyme,646.1723904051915
ACOAD5f,117.8451784612,223003.558872,proteozyme,1892.3435119190976
ACOAD3f,117.8451784612,374885.78256,proteozyme,3181.1720042787274
ACOAD2f,117.8451784612,426233.67048,proteozyme,3616.895286219415
ACOAD4f,117.8451784612,185797.064952,proteozyme,1576.619997339754
ACOAD6f,117.8451784612,208640.90142,proteozyme,1770.4661670879818
NADH16pp,713.7644841766,700176.03696,proteozyme,980.9622816519436
NADH18pp,713.7644841766,12049.1586,proteozyme,16.881140582246722
CTBTCAL2,77.3432781843,10877.6455884,proteozyme,140.64112413854298
BGLA1_num1,71.2357596777,37406.122164,proteozyme,525.1031551181702
BGLA1_num2,266.86218465,37406.122164,proteozyme,140.17018639437268
BGLA1_num3,70.21400968489999,37406.122164,proteozyme,532.7444242519089
GDPMNP,57.4500594129,58494.91914,proteozyme,1018.1872697396268
AMMQLT8,37.0783245836,25407.584136,proteozyme,685.2408899629178
FA120ACPHi,30.3264009303,17684.1368712,proteozyme,583.1267914660872
FA80ACPHi,30.3264009303,9507.7866492,proteozyme,313.5151669020009
FA140ACPHi,30.3264009303,100253.048364,proteozyme,3305.8010607461906
FA100ACPHi,30.3264009303,9507.909798,proteozyme,313.5192276806038
CRNDCAL2,77.3432781843,20216.4201432,proteozyme,261.385612528947
CRNCAL2,77.3432781843,10143.2830176,proteozyme,131.14627742348523
FRULYSE,329.3355400138,20347.52166,proteozyme,61.783558674376245
OXCDC,320.05618514770003,11287.647108,proteozyme,35.267704958712045
LPLIPAL2A140,51.48148622589999,9300.0443724,proteozyme,180.6483272761696
LPLIPAL2A160,51.48148622589999,10123.723692,proteozyme,196.64785215363156
LPLIPAL2A161,51.48148622589999,25406.0256096,proteozyme,493.4982936995785
LPLIPAL2A180,51.48148622589999,18839.7096696,proteozyme,365.9511612957644
LPLIPAL2A181,51.48148622589999,13091.7852108,proteozyme,254.30084037110825
UM3PL,65.87236467929999,9421.28154,proteozyme,143.02327821185054
UM4PL,65.87236467929999,9308.5205364,proteozyme,141.31146774096524
2MAHMP_num1,40.1130647057,10170.4883364,proteozyme,253.54553213568823
2MAHMP_num2,23.0249036317,10170.4883364,proteozyme,441.716868790607
PLIPA1A120pp,87.6019862299,9300.040452,proteozyme,106.16243823049004
PLIPA1A140pp,87.6019862299,9300.0413196,proteozyme,106.16244813437508
PLIPA1A141pp,87.6019862299,9300.0703284,proteozyme,106.16277927755172
PLIPA1A160pp,87.6019862299,12745.0962072,proteozyme,145.4886670463402
PLIPA1A161pp,87.6019862299,21566.3923296,proteozyme,246.18611127151627
PLIPA1A180pp,87.6019862299,12246.4677348,proteozyme,139.79669025609462
LPLIPAL2A120,51.48148622589999,9300.0754296,proteozyme,180.64893054546653
KDUI,246.2688241113,45006.162696,proteozyme,182.7521727868392
NADH17pp,713.7644841766,134714.45772,proteozyme,188.73796708364785
FA161ACPHi,30.3264009303,72014.934312,proteozyme,2374.661420506637
FA141ACPHi,30.3264009303,467514.55188,proteozyme,15416.090849504417
FA160ACPHi,30.3264009303,34673.1324084,proteozyme,1143.3315970493898
DTARTD,158.7709147938,45441.45666,proteozyme,286.2076893555474
PLIPA2E161pp,87.6019862299,9331.0801164,proteozyme,106.51676426504528
PLIPA2E180pp,87.6019862299,9300.0462876,proteozyme,106.162504845418
PLIPA2G120pp,87.6019862299,9331.0963272,proteozyme,106.51694931564396
PLIPA2G180pp,87.6019862299,11670.7349628,proteozyme,133.2245473541168
LPLIPAL1A161pp,124.7979916878,14398.0052076,proteozyme,115.37048804133536
LPLIPAL1A160pp,124.7979916878,313499.208924,proteozyme,2512.0533165971374
GALCTLO,48.13940222669999,21845.1942,proteozyme,453.7903087604981
THRA_num1,119.7058834636,53168.689512,proteozyme,444.1610384853595
THRA_num2,192.8048576124,53168.689512,proteozyme,275.7642632577558
XYLK2_num1,161.3704602124,44532.487404,proteozyme,275.96430812296865
XYLK2_num2,145.69407339810002,44532.487404,proteozyme,305.6575079915416
GLDBRAN2,97.1781187891,31696.232544,proteozyme,326.16635245624053
POR5_num1,196.2158859622,16213.7976876,proteozyme,82.6324413443441
POR5_num2,196.1672815158,16213.7976876,proteozyme,82.6529152176383
HACD8_num1,210.2509481694,30181.253673600004,proteozyme,143.54871612413777
HACD8_num2,101.7948808106,30181.253673600004,proteozyme,296.4908788464066
CTECOAI8,210.2509481694,29862.2036052,proteozyme,142.0312434507544
CTECOAI6,210.2509481694,24446.506716,proteozyme,116.27299153154522
MALCOAMT,37.3464415026,9301.4126388,proteozyme,249.0575343879135
OGMEACPS,88.5316783446,0.2448,proteozyme,0.0027651119302984
OGMEACPR,135.0374164476,0.1224,proteozyme,0.000906415445585
OPMEACPS,112.5649921618,0.0864,proteozyme,0.0007675565763448
DGUNC_num1,68.3929278725,17685.975189599998,proteozyme,258.59362568262446
DGUNC_num2,50.9099877488,17685.975189599998,proteozyme,347.39696416479444
DGUNC_num3,245.4112462024,17685.975189599998,proteozyme,72.06668587230799
DGUNC_num4,89.45199297100001,17685.975189599998,proteozyme,197.71471380557972
DGUNC_num5,140.4713407242,17685.975189599998,proteozyme,125.90450905088508
CDGUNPD_num1,98.615516045,126921.327336,proteozyme,1287.0320252452318
CDGUNPD_num2,238.4269985784,126921.327336,proteozyme,532.327832387931
CDGUNPD_num3,226.1365454269,126921.327336,proteozyme,561.2596897878591
CDGUNPD_num4,39.0964657276,126921.327336,proteozyme,3246.363193550776
CDGUNPD_num5,107.5766966954,126921.327336,proteozyme,1179.8217572656438
LDGUNPD,98.615516045,44519.35518,proteozyme,451.4437176365333
MPTAT,84.089654591,2448.0,proteozyme,29.111785651953507
MOADSUx,142.2405161577,36042.557328,proteozyme,253.3916376402919
REPHACCOAI,37.5160287558,19156.915782,proteozyme,510.63282595011685
ACPPAT141,61.883498142,36607.03398,proteozyme,591.5475866603443
ACPPAT161,61.883498142,40006.805724,proteozyme,646.4858471995071
ACPPAT180,61.883498142,9699.0761304,proteozyme,156.73121949480245
APG3PAT160,29.3124434982,18407.6550684,proteozyme,627.9809143011352
APG3PAT161,29.3124434982,9694.949292,proteozyme,330.74517627966907
APG3PAT180,29.3124434982,47472.731856,proteozyme,1619.5419484191134
ICYSDS,119.105988367,36.0,proteozyme,0.3022518052499056
I4FE4SR,18.2908569678,7.2,proteozyme,0.3936392927174044
S2FE2ST,242.141276409,9301.2456636,proteozyme,38.41247474011534
BMOCOS,116.4056679685,72.0,proteozyme,0.6185265825671271
BWCOS,116.4056679685,10232.0731332,proteozyme,87.90012816187658
BWCOGDS1,28.5853579617,25790.6627568,proteozyme,902.2333318811516
BWCOGDS2,28.5853579617,29065.074534000003,proteozyme,1016.7818983740818
DHNPTE,143.9064071426,19512.837234,proteozyme,135.59394346260277
DHMPTR,34.8001232359,37100.232144,proteozyme,1066.0948495069465
I2FE2SS,137.39684533480002,9421.2855612,proteozyme,68.56988265081925
I2FE2ST,79.3425322744,9353.641428,proteozyme,117.88937357899238
I2FE2SS2,137.39684533480002,9497.4075432,proteozyme,69.12391270743744
I4FE4ST,79.3425322744,9505.1154852,proteozyme,119.7984890667126
S4FE4ST,242.141276409,45270.430776,proteozyme,186.9587517145729
S2FE2SS2,366.119596373,25109.7365052,proteozyme,68.58342671070352
BTS5,102.0907339626,7.2,proteozyme,0.0705254994311007
3AMACHYD,38.1678302313,21702.140964,proteozyme,568.5977125889355
CCGS,33.6984664766,18471.5717904,proteozyme,548.1428005997408
CDGR,86.081380275,18930.2496624,proteozyme,219.91108416157425
MSAR_num1,28.4896019192,16893.0613584,proteozyme,592.9553317842344
MSAR_num2,143.9585776761,16893.0613584,proteozyme,117.34668146283433
ACPPAT120,61.883498142,14929.3590156,proteozyme,241.24943585675427
CPH4S,109.1451146329,15951.3439752,proteozyme,146.14803446632442
SHCHCS3,36.5621664952,47273.152392,proteozyme,1292.9527137897085
URACPAH,33.2949703251,23399.7696576,proteozyme,702.8019376235836
POAACR,18.1776667217,17716.7190096,proteozyme,974.642085854191
ACPPAT160,61.883498142,20129.3277156,proteozyme,325.2777932722961
ACPPAT181,61.883498142,14737.8364236,proteozyme,238.1545463021831
APH141,13.603697745399998,9504.1516212,proteozyme,698.6447213893566
APH161,13.603697745399998,10164.7952136,proteozyme,747.2082520384695
APH180,13.603697745399998,11053.1540412,proteozyme,812.5109987053007
APH181,13.603697745399998,17581.0280688,proteozyme,1292.371265360178
GTHPi,27.0356950008,21215.2135572,proteozyme,784.7112329301034
SEPHCHCS,162.1038854593,24093.6157224,proteozyme,148.63071081938546
DHNCOAS,250.6807342405,26258.6493216,proteozyme,104.74937135140102
DHNCOAT,78.957130713,11519.6861556,proteozyme,145.89798352061098
I2FE2SR,137.39684533480002,9301.724046,proteozyme,67.69969152737198
TYRL,35.5236426853,21.6,proteozyme,0.6080457511452866
THZPSN3,793.4287567537999,9779.0361084,proteozyme,12.325033627983847
APG3PAT120,29.3124434982,9785.0756952,proteozyme,333.81985694235544
APH120,13.603697745399998,12612.9599028,proteozyme,927.1714308019664
MOCDS,28.4148461674,18106.4214576,proteozyme,637.2169446538575
FORCT,121.0572983972,37350.273564,proteozyme,308.5338435477913
PACCOAE,174.293167399,22170.1611096,proteozyme,127.20040286402646
OXDHCOAT,93.3538205676,25910.3569176,proteozyme,277.55004305193506
HADPCOADH3,68.3270212998,21560.1181668,proteozyme,315.54307149144097
PYROX,79.2043794186,22380.9919416,proteozyme,282.5726570410341
BMOGDS1,28.5853579617,27337.894848,proteozyme,956.3600667386636
MPTS,67.990752494,9753.6893256,proteozyme,143.45611671911905
MOCOS,116.4056679685,72.0,proteozyme,0.6185265825671271
BMOGDS2,28.5853579617,10255.5875124,proteozyme,358.77065195898246
S2FE2SR,366.119596373,21311.9182296,proteozyme,58.21026364261468
ACACT8r_num1,61.4562280765,23737.8762504,proteozyme,386.2566414074643
ACACT8r_num2,107.9763626052,23737.8762504,proteozyme,219.84326641187317
CTECOAI7,210.2509481694,24212.5976844,proteozyme,115.16046845549452
FDH4pp_num1,224.6715440153,32853.997494,proteozyme,146.23123563775687
FDH4pp_num2,675.2605172167999,32853.997494,proteozyme,48.65381087200728
FDH5pp_num1,675.2605172167999,29922.566454,proteozyme,44.31262555869681
FDH5pp_num2,224.6715440153,29922.566454,proteozyme,133.18360625127625
ACPPAT140,61.883498142,9697.4812008,proteozyme,156.7054463945756
APG3PAT140,29.3124434982,38886.36066,proteozyme,1326.616140424728
APG3PAT141,29.3124434982,25623.6456384,proteozyme,874.155907199394
APG3PAT181,29.3124434982,9481.372614,proteozyme,323.45896426486
APH140,13.603697745399998,9504.2027232,proteozyme,698.6484778679961
APH160,13.603697745399998,19803.8552724,proteozyme,1455.7700151119973
OPMEACPD,134.9799628221,0.0791999999999999,proteozyme,0.000586753754736
EPMEACPR,147.2078113334,0.108,proteozyme,0.0007336567198557
AOXSr2,109.8731247105,3.6,proteozyme,0.0327650643365744
SCYSDS,159.1111459186,30061.0106388,proteozyme,188.930891454826
S2FE2SS,366.119596373,9300.8155428,proteozyme,25.40376323731221
S4FE4SR,207.0084504544,74931.37606800001,proteozyme,361.9725470313878
SELR,307.7962418525,13273.5237228,proteozyme,43.124385284602816
OGMEACPD,134.9799628221,0.0791999999999999,proteozyme,0.000586753754736
EGMEACPR,147.2078113334,0.108,proteozyme,0.0007336567198557
OPMEACPR,135.0374164476,0.1224,proteozyme,0.000906415445585
PMEACPE,37.648634365,14.4,proteozyme,0.3824839929223818
MECDPDH5_num1,79.7532926774,9667.0110888,proteozyme,121.21143546891298
MECDPDH5_num2,79.8018971238,9667.0110888,proteozyme,121.1376099718928
RNTR1c2_num1,237.4513435633,49229.876412000005,proteozyme,207.32616490281623
RNTR1c2_num2,320.1881303704,49229.876412000005,proteozyme,153.75297127676126
RNTR1c2_num3,320.1396580013,49229.876412000005,proteozyme,153.77625102541995
RNTR1c2_num4,237.4027391169,49229.876412000005,proteozyme,207.3686116475624
RNTR2c2_num1,320.1881303704,30111.1444692,proteozyme,94.04203845522576
RNTR2c2_num2,320.1396580013,30111.1444692,proteozyme,94.0562773671662
RNTR2c2_num3,237.4027391169,30111.1444692,proteozyme,126.83570788276754
RNTR2c2_num4,237.4513435633,30111.1444692,proteozyme,126.80974559814584
RNTR3c2_num1,237.4027391169,34677.1410696,proteozyme,146.06883306651554
RNTR3c2_num2,320.1881303704,34677.1410696,proteozyme,108.30239406278052
RNTR3c2_num3,320.1396580013,34677.1410696,proteozyme,108.31879213620948
RNTR3c2_num4,237.4513435633,34677.1410696,proteozyme,146.0389339104992
RNTR4c2_num1,237.4513435633,16403.761468800003,proteozyme,69.08262224436339
RNTR4c2_num2,320.1881303704,16403.761468800003,proteozyme,51.23163513220744
RNTR4c2_num3,320.1396580013,16403.761468800003,proteozyme,51.239392117840616
RNTR4c2_num4,237.4027391169,16403.761468800003,proteozyme,69.09676581584256
FLDR2_num1,62.67213170029999,47286.670788,proteozyme,754.5087346657725
FLDR2_num2,62.720736146700006,47286.670788,proteozyme,753.9240400080658
FESR,32.8642662498,71840.53476,proteozyme,2185.97714045836
OXCOAHDH,96.4198630098,73883.669328,proteozyme,766.270216754929
DHACOAH,35.9744225102,23116.3999848,proteozyme,642.5787649056964
THFAT,119.7058834636,30546.8244612,proteozyme,255.18231499864947
FOMETRi,27.8754424742,13204.6948872,proteozyme,473.7035080042784
